CPF,Nome,Idade,Sexo,Email,Nota_ENEM,Abandono,Semestre,CRA_Segundo_Semestre,CRA_Quarto_Semestre,CRA_Sexto_Semestre
22158459403,Heloísa Silva,20,M,murilosilveira@example.org,783,True,1.0,7.496115637345579,5.698538986819507,8.128917935444386
17445285870,Otávio da Mota,21,M,bmoraes@example.com,678,False,,8.447796256171973,8.00840476081809,8.229551956939751
96584319428,Maysa Martins,23,M,isabellyporto@example.org,754,False,,8.637941789977303,8.114470548441078,6.30110964296243
18545908897,Alexandre Porto,18,F,barbara85@example.com,653,False,,5.9553636958927605,9.509814284930785,8.313839470041737
37585972537,Felipe Pires,28,M,bmoreira@example.com,691,False,,7.546397235436011,8.811290748365375,5.244138315156633
48998233151,Marcelo Lopes,19,F,gcosta@example.com,673,False,,7.231094250555785,9.261141329551592,8.983736229760705
27898795218,Clara da Luz,20,F,bcunha@example.com,663,False,,9.301118968254777,6.8092599371873,8.550645561968404
61143692161,Murilo Melo,23,M,fcavalcanti@example.net,687,False,,6.068734832277544,5.2667158321639285,9.286039065754174
6979081094,Dr. Davi Luiz Pereira,26,F,lavinia50@example.org,681,True,4.0,7.541421655984598,6.2484092882437,7.843549326227713
82928567890,Dr. Francisco Pires,23,M,bfreitas@example.net,727,False,,7.049463496539555,6.735709958644121,6.634458851758784
14158729735,Rafael da Rosa,27,F,wnovaes@example.net,783,True,1.0,7.763910023136635,5.726498637913759,7.641910052174934
50413304418,Srta. Carolina Moraes,21,M,pereirathomas@example.com,688,True,3.0,9.841820991467815,6.470054208266338,9.445834518864007
16210810293,Natália Gomes,25,M,ana-beatriz45@example.org,661,True,4.0,5.07900381143344,5.971614338887369,6.363953923493517
96167682018,Juan Moreira,23,F,vitoriadias@example.com,663,False,,7.846834088387684,7.917190017827094,7.1466325665298704
72290800149,Renan Araújo,19,F,nathanpereira@example.org,701,False,,9.416559482188937,5.907385319494251,9.043991744298175
2161370600,Dra. Isis das Neves,26,M,breno77@example.net,794,True,2.0,6.3869460218796466,6.0268296701741315,8.689810003855825
26797586139,Sr. Lucca Ramos,22,F,ioliveira@example.net,721,False,,5.63171310065007,7.689534973031364,5.618211933141556
9818894373,Caio Ferreira,25,M,amanda63@example.com,787,False,,8.121036166890427,9.246679361801416,9.43640232191622
9551829642,Maria Vitória Castro,23,M,guilherme80@example.org,707,True,2.0,6.283297054239458,9.497467478242516,6.893033236631201
82310060522,Ryan da Costa,22,F,valentina53@example.org,730,False,,7.810396028546062,9.338952592999426,9.524043627217186
20223532178,Henrique Silveira,24,F,ana-laurada-mota@example.org,689,True,7.0,7.811222559434574,5.184090844023911,9.062106368353891
85594431477,Rafaela Martins,21,F,lopesluiz-gustavo@example.org,745,True,7.0,9.300287844811585,5.5874409433853875,5.106618664754244
15743110512,Larissa Pinto,25,F,lpinto@example.net,665,False,,7.7302887105132,7.804598312433324,8.499359986168857
41202920968,Bianca Gomes,27,F,vitor-gabrielsantos@example.com,739,False,,7.551175510845551,8.471199868331823,8.354996677773016
57444887431,Valentina Porto,19,M,monteirothiago@example.com,794,True,3.0,6.7394238017308385,5.924247220204303,7.353386323557564
75829275024,Stella Pinto,20,M,pietronogueira@example.com,650,True,3.0,8.07210710404183,5.699599059650821,7.410627868707129
85936538331,Daniel da Rosa,20,M,vieirajoao-gabriel@example.org,690,False,,7.963715418615095,6.27918673161355,6.96905272590798
37896187214,Dra. Ana Carolina Rezende,24,F,camposjoao-miguel@example.org,643,False,,6.264783284443658,5.493932968373812,6.373378538842749
98071599450,Valentina Ribeiro,19,F,gomesbruno@example.com,708,False,,9.21605614796284,6.501499512955741,9.375685332240607
11568415617,Lorenzo Cunha,21,F,maria-clarada-mota@example.com,714,True,1.0,8.644986040722513,8.240251012720535,8.574685185583261
23091483980,Vitor Hugo da Cruz,21,F,arthurribeiro@example.com,734,False,,7.211317866070228,7.909945754125612,9.63794731371906
9393010141,Isaac Lima,18,M,diogogomes@example.com,782,True,4.0,6.281444811095707,9.653329585558422,9.599482633331675
4137370931,Maria Eduarda Azevedo,23,M,davi16@example.net,747,True,1.0,5.485095301441071,9.019800394935823,5.0267890331366285
69213389516,Vitor Hugo Ramos,20,M,ana-julia92@example.com,661,False,,6.022883702791361,9.942426027680213,9.338534085589115
75417082957,Ana Lívia da Costa,23,M,samuel33@example.net,691,True,2.0,9.868072329516906,9.933544069726207,5.702994694306872
18099070941,Luiz Fernando Souza,24,M,marceloribeiro@example.net,751,True,6.0,7.341652780732117,9.321746957526852,9.282817117776094
49532183913,Caio da Rocha,28,F,alexandre47@example.net,727,False,,8.193170824091574,7.5861423349733,7.569908698751364
82962642889,João Gabriel Gonçalves,27,M,joao-miguel86@example.com,695,False,,8.171168003300972,8.17619145871328,9.410090551832354
15083895335,Rebeca Alves,23,F,hporto@example.com,739,True,7.0,8.118261477646271,9.843864277888876,8.975832411198601
79997417558,Paulo Monteiro,20,F,lpeixoto@example.com,677,False,,7.8561929506201915,5.758235463192685,9.045673738182202
18190003422,Joaquim da Costa,28,M,fariasana@example.com,697,True,3.0,8.539655592120258,9.90387086537191,6.1782301219717475
8027364826,Alana Lopes,21,F,joaquimmartins@example.net,651,True,1.0,8.532922465830948,7.551911709245077,7.062301857273302
2837568826,Kaique Porto,26,M,pintocarlos-eduardo@example.org,717,False,,5.378692932959595,8.281135156433079,6.8356600031543024
99934687319,Dr. Erick Cavalcanti,23,M,enzo-gabriel34@example.com,748,True,2.0,9.49028242063407,5.2828525190473545,7.018320187859966
23329628164,Levi da Cunha,25,F,maria-vitoria36@example.net,781,False,,5.237813874424895,7.0025420251866395,9.570248794363541
52689095504,João Vitor Santos,26,M,eloah33@example.net,757,False,,7.651270175671536,9.61506677792822,8.451341971478339
80481676130,Lívia Cunha,18,F,duartelorena@example.com,778,False,,6.352183740592137,6.41133170958529,7.083927016406992
52452596417,Ana Sophia Porto,26,F,benjamin82@example.org,773,True,3.0,9.056697793427524,5.310488609207296,5.280863222858755
39345991942,Lorena Correia,27,F,duartealexandre@example.org,774,False,,9.441968330821766,9.091708470021533,6.798334610704189
32836765435,Maysa Cunha,23,F,carlos-eduardorezende@example.com,799,False,,6.739407552395727,8.854364346748293,9.157658338148739
49058323126,Bryan Rodrigues,28,M,correiaana-laura@example.com,692,True,2.0,7.145342082619726,9.328610889797291,5.457925153857138
93321043669,Maria Luiza Oliveira,18,M,marcelaaraujo@example.com,728,True,1.0,9.898258139618735,6.636773802848092,9.390704259917193
55681704997,Ryan Ferreira,22,M,lda-rocha@example.net,680,True,5.0,8.324056578400562,6.478456104625634,5.866602466848842
97012198502,Davi Lucca Souza,24,F,vieiraluiz-fernando@example.com,774,False,,6.699532270182329,7.910901531293375,5.652284294777566
99090002830,Dr. Yuri Sales,23,F,ninabarros@example.net,794,False,,9.574767315422966,7.47224369927955,6.654065489325099
42144471544,Alexia Souza,21,F,joao-pedro42@example.net,800,True,1.0,7.523172802942522,7.474506391224454,8.838156182037846
7453193804,Bruna Souza,26,F,ribeiroarthur@example.net,652,False,,7.421631852333649,9.245049533342122,7.376562703669816
97442649209,Amanda Costa,28,M,lorenzodias@example.com,713,False,,9.533211790837356,7.812534404695705,5.656979389920977
50333658132,Danilo Gomes,28,F,alexandre48@example.net,651,False,,9.997687107273741,8.626535905709787,5.643739216540667
53083870972,Sr. Breno Santos,20,F,isaacdias@example.org,688,False,,7.902205134737981,5.586770286169632,9.22629387478544
7418855675,Srta. Pietra Jesus,28,M,lopesfelipe@example.com,669,False,,7.50099133981915,7.974459729412172,7.630453715583946
66621802772,Alana Gonçalves,18,F,isadora69@example.org,758,False,,5.899618226837728,9.6075736512445,9.60593679443296
64957533604,Sra. Júlia da Cunha,23,F,joao00@example.net,706,True,3.0,7.739952277692271,9.532234747194337,9.687295127485175
35672766940,Davi Correia,20,F,luana59@example.com,793,True,7.0,7.990334197231659,5.599899031559382,9.160078552418241
37441520162,Srta. Eloah Souza,22,M,asilva@example.com,652,False,,5.321361891838636,9.911252036838317,8.088558845132257
32656218095,Isabelly Sales,28,F,ribeirocaua@example.net,772,True,4.0,9.875425180626298,6.418659603624391,5.075145912460672
92571952128,Ryan Azevedo,24,M,marcelojesus@example.net,792,True,1.0,7.120263731105938,8.600240389491866,5.18236254617864
71351260625,Dr. Erick Barros,18,F,haraujo@example.net,656,False,,7.227852632459845,8.226173478434788,5.543519719065375
91575898427,Yuri Peixoto,26,M,mpinto@example.com,766,False,,7.829488273093741,8.061155131252391,5.401588544114707
98289629821,Dra. Ana Laura Barbosa,26,F,yoliveira@example.net,757,False,,7.139141674192225,8.710853971379512,9.623567126440939
84065643284,Catarina Araújo,20,M,njesus@example.net,732,False,,6.87191962282428,9.859749856906607,7.809681664757315
34124572722,Diego Nunes,27,F,da-cruzemilly@example.org,656,True,1.0,8.738639467362406,5.168637707945106,8.818314669148194
63157414830,Fernanda das Neves,23,F,ppeixoto@example.net,657,True,3.0,9.753624131929254,7.508294012752678,7.335701946542073
1944588794,Nicolas Barros,23,M,ocardoso@example.net,725,True,8.0,8.21186480314674,5.484017657590837,9.471655145345661
96197565146,Stella Moura,20,F,caldeirabreno@example.com,732,False,,7.767795037592687,8.526415564730605,8.000365347653942
1197693448,André Fogaça,21,F,ana-sophia43@example.com,778,False,,7.902057252741123,7.336000953001768,7.182616259127994
94230598786,Kevin Fernandes,22,M,xferreira@example.org,769,False,,9.385701687710991,8.987550701999025,8.783523765503206
63412962030,Clara Lima,20,M,cavalcantibryan@example.com,786,False,,8.608890479361703,7.2236075715417085,6.300174371077546
55026458398,Eduardo Viana,25,F,isaacoliveira@example.com,704,True,3.0,7.224021522279558,7.531237848548454,5.716621043739643
3315447765,Srta. Maria Julia Almeida,19,M,carvalholuiz-felipe@example.net,761,False,,7.257956014018304,7.498109337468075,9.525643355120588
46077625432,Ana Julia Cardoso,25,F,sophia89@example.org,744,True,6.0,8.734281486678556,5.5025007739732725,7.5638503184336985
79635075480,Ryan Moreira,18,M,alvesmaite@example.org,733,True,3.0,8.921847115215229,5.793760740507602,8.097829482959835
26466894996,Dr. Otávio das Neves,19,F,cauecardoso@example.com,706,False,,8.681949907701297,6.632271527936419,7.730176510943599
61023414931,Gabriel Costa,27,M,qsantos@example.net,663,False,,8.79664745718383,8.645043004381431,9.695479334211333
43921369608,Camila Farias,25,F,lmonteiro@example.com,754,False,,6.1407548819211994,8.205041552827531,7.429176955568808
85353006272,Maitê Rocha,23,F,mribeiro@example.org,735,True,6.0,7.720553531347597,9.798499538140128,7.957678280606625
89384692068,Dr. Davi Lucas Melo,24,M,noahgomes@example.org,704,False,,9.931098720119468,5.93330436265946,6.77739825788757
12242341633,Yasmin Ribeiro,22,M,naragao@example.net,696,False,,7.3473327132283295,5.1999542909577565,7.597573502788517
65823457332,Vitória Araújo,25,M,sribeiro@example.com,706,False,,5.0425028681448065,9.865481651221717,7.920958813620718
87961539871,Srta. Bruna da Cunha,21,M,adias@example.org,716,False,,8.069964456107403,8.429630097545683,9.315462921542327
98612576427,Dra. Emilly Azevedo,21,M,luiz-miguelda-luz@example.org,659,False,,8.298629258947228,9.861117849731833,8.31393284586018
51570772681,Augusto Moreira,26,F,joao-lucasmoura@example.org,772,False,,8.525486001294157,6.576230576217265,5.776500268919525
8564815680,Kamilly Duarte,26,F,luiz-gustavo66@example.net,657,False,,9.256223395154336,9.059297296862965,8.493821062758656
92964613396,Luiz Miguel Oliveira,21,F,antonio09@example.org,799,True,2.0,7.2729877454290115,8.723109410488595,5.478835955049383
23932051976,Mariana Martins,22,F,rafaelabarbosa@example.org,759,True,3.0,9.890606467909684,5.924917917961226,7.650017976764572
39779107688,Leandro Alves,20,M,sofia55@example.org,664,False,,8.913934540056854,9.969522756068312,7.765004648146729
66328434790,Leandro da Rosa,28,M,vitor93@example.com,708,False,,6.723697695082507,5.100259007845125,8.915954540445583
47719410869,Maria Julia Farias,25,M,joana29@example.org,746,False,,8.699242353539992,6.048196082385223,8.395077514215604
56962245644,Marcela da Paz,19,F,bazevedo@example.org,644,False,,9.360585088877865,6.889313918152374,5.760895605624146
62492663427,Maria Julia Alves,27,F,enrico48@example.net,798,True,8.0,9.728916774190637,8.622564675224208,7.13364357346301
63365336457,Joaquim Rocha,19,M,vitor61@example.net,758,True,6.0,8.669719627858418,6.58631217582104,7.433068361955125
62959137896,Thomas Moura,27,M,camila61@example.net,792,False,,6.007242595132373,8.218897403266132,9.884337416757699
41812142267,Vitória da Cruz,20,M,taragao@example.net,797,False,,9.904013575646989,9.315066690829745,5.324652187210591
80081330743,Rafaela da Costa,24,M,da-motaalicia@example.org,649,True,2.0,6.3654991426424505,8.145706759511832,8.726349075068907
24732281368,Antônio Gonçalves,18,M,da-cruzantonio@example.com,749,False,,9.859658000106863,6.184299657759038,7.459284726018808
79267659649,Luiz Henrique Moura,28,F,sabrina41@example.net,781,True,2.0,7.317166341044774,7.690323214202647,7.381867802577288
36752566395,Juliana Gonçalves,18,F,rafaela85@example.org,721,True,7.0,5.291252609719482,9.853245933293987,9.854170278088654
80884478858,Giovanna Peixoto,28,M,saleslucas-gabriel@example.net,791,True,6.0,8.719866881345304,6.1706345499712,9.444045136897595
83436570527,Isabella Rodrigues,28,F,rochaclarice@example.net,790,False,,5.038572393772826,6.774333731316764,6.306872127555403
17750329101,Manuela Barros,28,F,da-motasophia@example.com,703,True,4.0,7.433990399718681,8.680554381814156,7.821940709627789
54999052137,Ryan da Rosa,18,F,caraujo@example.com,718,False,,8.529266374256608,8.251441527768435,5.816567936046939
96549093606,Srta. Maria Vitória da Cruz,27,F,jesusnicole@example.net,647,False,,5.430272173660104,7.2219205258042205,5.4022203521161
75943902829,Luiz Felipe Ribeiro,24,F,alice46@example.com,685,True,6.0,5.779839280408029,7.525640067328769,5.756249145073319
21744075510,Dr. Guilherme Rodrigues,28,M,pda-conceicao@example.net,742,True,5.0,7.4971428535482865,8.326992552386113,9.05757338465374
43713182691,Isabelly Porto,20,F,mariana03@example.org,654,True,3.0,7.961274373258821,7.797298415131845,8.956845536277227
90784302645,Arthur Carvalho,19,M,hcunha@example.net,668,False,,6.05141418322833,5.953653270724068,7.908812564701969
46988995501,Sarah Dias,28,F,gomesian@example.com,653,True,8.0,6.178495624464537,8.061759061301576,7.679715325850651
80192619069,Ana Clara Santos,21,M,isaac75@example.com,674,True,6.0,9.109384196860518,7.509390650741814,6.614228259837362
95948088594,Luana Castro,21,F,alvespedro-miguel@example.org,720,True,2.0,7.186341887632519,5.9876973696910705,5.1782520895846895
65480173749,Maria Eduarda da Costa,28,F,renan44@example.net,700,False,,8.065491422641262,7.103949397083467,5.569913717336171
30374053026,Rafaela Cardoso,28,F,diogo25@example.com,769,True,5.0,7.403358962743436,8.37729399758489,9.259524945805454
50421892852,Pedro Lucas Dias,21,F,antonio50@example.com,748,True,6.0,9.275873675890413,6.936520200840815,6.228989049256208
34405267478,Francisco Peixoto,22,M,joao-miguelpeixoto@example.com,693,False,,6.148167051092821,5.603121383790793,8.503849211804843
1796315752,Srta. Ana Sophia Pinto,23,M,lais99@example.net,693,False,,8.870911466648408,5.169674015095797,7.656182459388612
90820468993,Srta. Lara Ramos,19,F,teixeirapedro@example.com,656,True,7.0,9.43999399235073,5.00502192407374,9.777506419642153
44540714975,Yasmin Moura,19,F,azevedogabriela@example.net,647,True,5.0,6.342853101120056,5.024466350521237,8.320609810398569
55651775910,Pedro Miguel Jesus,24,M,manuela03@example.org,745,False,,5.899268436685359,5.554986678333529,6.8336081142050595
29379225716,Raquel Nogueira,18,M,maria-eduardada-paz@example.net,695,False,,7.751368148608437,8.143965623731635,8.618664683526996
69436599917,Vicente da Costa,26,M,correiapietro@example.net,725,False,,8.492696625042502,6.05977644909397,9.563130779617627
10786571438,Dra. Catarina Castro,21,M,luiza10@example.org,698,True,7.0,7.483299280129203,5.453591961110547,6.114628734744372
41298464172,Emanuelly Ribeiro,23,F,gomesmaite@example.org,765,False,,5.188277767512908,6.180858167672978,6.912645823735202
14078917561,Amanda Nunes,25,F,moraesaugusto@example.org,736,True,1.0,6.233115309010598,7.323295235829165,9.815208008833988
96025901718,Bianca Barros,20,F,brunonogueira@example.com,740,True,6.0,8.44002787318573,9.322882389127312,8.446688893687295
7493153872,Vitória Oliveira,24,F,yasmin86@example.org,786,True,5.0,9.141442333903843,8.416564164121455,7.893163055745843
1118463136,Joana Pinto,21,M,paulo31@example.org,677,False,,6.9599462564684185,5.135410890844087,6.010386453250635
46814802598,Bryan Novaes,20,F,calebesouza@example.org,760,False,,7.196865468511934,6.097854225472657,8.316326793421856
37133935147,João Felipe Gonçalves,24,F,da-matamariana@example.net,779,False,,8.919436088674068,8.546895289974035,7.586579718963886
50316544568,Luiz Otávio Barros,24,M,souzamatheus@example.org,768,False,,6.776360807173537,5.219266212660164,6.8282265220084035
50754049999,Yago Cunha,25,F,aragaomaysa@example.com,743,False,,9.343164729564085,5.5440337473056855,7.197408620003675
8900206404,Marcelo Rocha,27,F,ferreiravitor-gabriel@example.net,694,False,,8.546835381897152,8.963202110934551,9.079454036117607
13232977573,Renan Santos,20,M,mpires@example.net,765,True,7.0,8.514614447487936,7.996543275842106,5.152819871781247
26514554935,Marina da Rosa,28,M,julia92@example.org,775,False,,8.033380760836812,5.245053927484145,5.224734881038255
45601980236,Luana Pereira,27,F,joao-pedro21@example.org,653,False,,6.454797172507312,6.9994742813588005,8.13865381995413
38418591437,Srta. Bruna Santos,22,F,dcardoso@example.net,682,False,,9.264632986018016,9.252755315124084,5.571668866742355
10085466307,Cauã da Rocha,21,M,eduardomoraes@example.org,701,True,5.0,5.4685712345785396,9.332106867332845,9.76601033784318
77802879484,Ana Lívia Melo,18,M,maria-cecilia62@example.net,702,True,5.0,9.306243164657792,7.673359262713731,7.459068835944645
3277013463,Ana Julia Lima,21,M,cmoraes@example.org,641,False,,9.904880632261506,7.931266612100556,9.49290140171787
373694680,Ana Sophia Azevedo,20,M,sophiada-rocha@example.org,768,True,5.0,5.29873588002215,9.689181055792053,8.638117188802589
40380840323,Isis Moraes,23,M,joaquimgoncalves@example.org,658,True,3.0,8.76438054766244,7.625338258526932,6.863149380290423
5601693202,Pietra Jesus,28,M,gabriel10@example.net,682,False,,5.417273244736051,7.681515740938199,7.642666477610011
91628986499,Isadora Rezende,22,M,isaac60@example.org,687,False,,5.563952907521997,5.182715052150127,7.7046725131557405
91241558300,Sabrina Ramos,23,F,felipe84@example.org,756,True,8.0,8.355601812067405,5.746794520809211,8.988939930074116
20796311243,Kamilly Barros,18,F,eoliveira@example.com,695,False,,6.4703291862299395,6.4354838952999085,9.776903463964366
81350064105,Lorenzo Oliveira,20,F,duartedavi-luiz@example.com,670,True,7.0,6.047988461411757,5.722396352170394,7.066977839254798
50529804663,Gabrielly Melo,19,F,martinskevin@example.net,767,False,,6.03575657905046,9.057216431031517,6.157770366456288
48951693984,Vitor Hugo Viana,20,F,luiz-miguel67@example.org,713,False,,6.6646782571151935,8.751871157879357,8.3663524602044
89295803421,Mariane Ribeiro,26,M,luanalima@example.net,712,False,,5.081297705720597,5.2240648898172335,7.783153220462675
19060484148,Maria Vitória Vieira,22,M,barbosapaulo@example.net,665,True,4.0,5.402781748056908,6.641001706827354,7.416890160385929
75497153128,Vitória Correia,21,F,melissa94@example.net,694,True,3.0,7.495377734994853,5.29675769217768,6.388393562933695
18220740655,Gabrielly Correia,27,M,julia01@example.org,672,True,1.0,9.178091568316459,6.662027393576222,6.37971720112688
84821013446,Noah Campos,24,F,dda-rocha@example.net,701,True,6.0,5.181693430171359,8.526835812973772,6.880644126588583
90596047623,Eduardo Gonçalves,28,M,esther00@example.com,717,False,,7.195065620478654,5.97312195040419,7.834436992305459
18472775606,Helena Mendes,20,F,daniela68@example.org,711,True,8.0,7.711732470385577,9.556294986677425,6.970035846507122
69829159704,Maria Luiza Aragão,26,F,nicolas02@example.com,721,False,,7.909916303277216,9.678948440040909,6.857567553983484
75839215154,João Felipe Oliveira,19,M,qda-cruz@example.net,765,False,,5.579100316532699,9.33174659116019,9.3552003435165
56065211303,Thales Castro,20,F,limagabrielly@example.net,675,True,2.0,8.81173379725419,5.449167432517354,7.820002008803859
65431924214,Rebeca da Mota,20,F,heitor41@example.net,781,True,5.0,7.4803064056381,9.025729967459261,8.55580349435036
37600969889,Maria Luiza Araújo,28,F,laura80@example.com,719,False,,8.068425542164626,5.676549225805462,6.822243722454633
27451491278,Vicente Novaes,21,F,moraeshelena@example.com,721,False,,6.805053371501089,5.302501160329277,5.279245809237471
65026104530,Igor Farias,19,F,emilly59@example.com,735,False,,5.936803848267007,6.239283413823554,7.2973319086040584
10928074229,Lucas Silveira,22,M,yda-mota@example.net,782,True,8.0,9.758541219010702,7.322038374552415,7.707087086271571
94986092262,Davi Lucas Duarte,23,F,kmoraes@example.com,721,True,5.0,6.560274119432393,9.000401863251325,9.895003052151843
91701890551,Eduardo Teixeira,23,M,cavalcantilarissa@example.com,674,True,4.0,9.978530545206752,6.114012250848933,9.739764173159838
48482895314,Matheus Sales,22,M,toliveira@example.net,785,True,7.0,7.46713158030565,8.531154744696195,5.288716902207361
4728328553,Maria Cardoso,28,M,freitasarthur@example.net,710,False,,7.2138025271373305,6.761421719871448,5.869703338973303
43784322395,Kevin Jesus,20,F,portomurilo@example.com,781,False,,6.705799157251793,9.282431242928489,7.284752899761312
38762992796,Vitória Cunha,28,M,juliana68@example.com,662,True,4.0,9.39832691110444,6.0146449090859795,6.757239526209762
14214976175,Maria Cecília Nunes,19,F,davi-luiz84@example.net,654,True,7.0,9.58239200420658,7.457486958608824,7.248162527322929
44706848330,Rodrigo Monteiro,28,M,anthonyda-mata@example.net,646,False,,5.711422359976464,6.164238055709111,8.535303860912212
49405319730,Dra. Maria Alice Martins,18,F,nascimentojoao-felipe@example.org,775,False,,6.004174418928992,8.734714917526901,6.048044398787467
16717163501,André Ramos,19,F,campossophie@example.com,741,False,,9.523296320336957,9.84941467711054,7.190687077352186
25966519609,Pedro Miguel Carvalho,19,F,cardosopietra@example.org,718,False,,8.653026597702173,9.443951718255367,7.044787202456824
60170938368,João Gabriel Rocha,28,M,pbarbosa@example.net,682,True,3.0,6.23051312125523,9.924758406519796,5.877090863276054
93057681694,Sr. Felipe Carvalho,25,F,cavalcantienzo@example.com,641,False,,6.332246693043976,6.632622101115935,6.668702237230222
84865501040,Beatriz da Rosa,23,F,souzaerick@example.org,742,False,,6.222513916340243,5.757698761830074,9.007588842424877
380847778,Emanuel Lopes,23,M,freitasbenicio@example.net,790,False,,6.076255963614674,5.825086413195091,7.638919806748924
17063247961,Alexandre Vieira,19,M,brendada-conceicao@example.org,752,False,,7.858608623907435,7.9358559873828485,5.838418560532548
65628218183,Sra. Eloah Ferreira,18,M,gcardoso@example.org,703,True,2.0,8.489629608131395,8.984716955122455,9.021653501046323
81640292555,Matheus Freitas,26,F,earagao@example.net,748,True,8.0,6.084205363325401,7.735491862868422,6.22734680243787
